source_x,source_y,reference_x,reference_y,confidence,residual_px,inlier
548.0000,366.0000,569.5120,368.8909,0.6486,0.4662,1
572.0000,366.0000,587.5382,336.2490,0.8867,33.5361,0
882.0000,302.0000,856.8531,335.3209,0.5268,56.1811,0
973.0000,278.0000,996.1611,282.8372,0.6639,0.8525,1
941.0000,286.0000,964.4178,290.7198,0.6348,0.9730,1
949.0000,286.0000,971.8246,290.4425,0.5203,0.4627,1
957.0000,286.0000,979.5162,290.6329,0.6043,0.7151,1
965.0000,286.0000,987.6343,290.8151,0.9282,0.8332,1
973.0000,286.0000,996.0861,290.2015,0.7628,0.2694,1
989.0000,286.0000,1011.8826,289.5156,0.5771,0.5487,1
941.0000,294.0000,963.5227,298.0643,0.9597,0.3024,1
949.0000,294.0000,971.5533,298.4747,0.9922,0.5671,1
957.0000,294.0000,979.8235,298.4687,0.9380,0.4757,1
965.0000,294.0000,987.9976,298.1245,0.9557,0.1784,1
973.0000,294.0000,996.2940,298.5032,0.6478,0.6320,1
989.0000,294.0000,1011.9738,297.8049,0.7002,0.2621,1
941.0000,302.0000,963.3770,305.5419,0.9609,0.5975,1
949.0000,302.0000,972.0299,305.8394,0.9982,0.2450,1
957.0000,302.0000,979.5769,306.0669,0.7407,0.2768,1
965.0000,302.0000,988.1445,305.8400,0.6898,0.3291,1
973.0000,302.0000,995.9171,306.4004,0.5192,0.3786,1
981.0000,302.0000,1003.6498,306.1832,0.6761,0.2855,1
989.0000,302.0000,1012.0615,306.3442,0.7197,0.3222,1
933.0000,310.0000,955.3734,313.7462,0.7914,0.4574,1
941.0000,310.0000,963.8120,314.3773,0.8404,0.4236,1
949.0000,310.0000,971.4059,314.0781,0.9013,0.4329,1
957.0000,310.0000,979.7288,313.9574,0.5995,0.1183,1
989.0000,310.0000,1012.1876,313.8988,0.7712,0.3133,1
933.0000,318.0000,955.4780,322.4699,0.8252,0.6199,1
949.0000,318.0000,971.5027,322.2642,0.9176,0.4385,1
957.0000,318.0000,979.4724,322.0433,0.6035,0.3759,1
933.0000,326.0000,955.9349,330.1848,0.6739,0.2925,1
949.0000,326.0000,971.8709,329.8231,0.8118,0.1482,1
957.0000,326.0000,979.3445,330.0523,0.9014,0.5045,1
949.0000,334.0000,971.2478,338.2476,0.5716,0.6454,1
941.0000,342.0000,963.7230,345.9940,0.6530,0.1004,1
949.0000,342.0000,971.3757,346.3783,0.6518,0.6162,1
941.0000,350.0000,964.0156,354.0244,0.7827,0.2239,1
949.0000,350.0000,971.6954,354.1640,0.8263,0.2469,1
957.0000,350.0000,979.9935,353.4499,0.7595,0.5426,1
933.0000,358.0000,955.4175,362.1470,0.8115,0.4379,1
941.0000,358.0000,963.9756,362.1944,0.8439,0.3080,1
949.0000,358.0000,971.7170,362.2412,0.6243,0.3094,1
957.0000,358.0000,980.1354,361.9214,0.9486,0.2940,1
965.0000,358.0000,987.2089,361.8461,0.8337,0.6691,1
973.0000,358.0000,995.1459,361.5763,0.6546,0.8499,1
941.0000,366.0000,963.8559,370.3916,0.8823,0.4618,1
949.0000,366.0000,972.3842,370.4176,0.7527,0.7277,1
32.0000,409.0000,52.5679,410.9784,0.9477,0.1966,1
40.0000,409.0000,60.8566,410.1153,0.7332,0.9209,1
48.0000,409.0000,68.4416,410.4683,0.9595,0.6813,1
56.0000,409.0000,76.5237,411.0280,0.8768,0.2938,1
88.0000,409.0000,109.1349,410.9062,0.6212,0.3361,1
96.0000,409.0000,116.2606,411.3526,0.8462,0.6758,1
104.0000,409.0000,124.7358,410.9863,0.7584,0.2602,1
32.0000,417.0000,52.5475,418.6791,0.5842,0.3965,1
40.0000,417.0000,60.9977,418.5387,0.8197,0.5375,1
48.0000,417.0000,68.8659,418.3280,0.8631,0.7218,1
56.0000,417.0000,76.9629,418.7139,0.8841,0.3792,1
64.0000,417.0000,84.2579,418.6692,0.9011,0.7070,1
72.0000,417.0000,92.8946,419.0723,0.6991,0.0496,1
32.0000,425.0000,52.4242,426.6017,0.7990,0.5296,1
48.0000,425.0000,69.2871,427.2530,0.7090,0.5325,1
56.0000,425.0000,76.9046,427.1380,0.9291,0.1182,1
64.0000,425.0000,84.7650,426.7012,0.7563,0.3819,1
72.0000,425.0000,92.0613,426.6500,0.8847,0.9064,1
48.0000,433.0000,68.5190,435.2226,0.7166,0.3332,1
56.0000,433.0000,76.0006,435.4762,0.7587,0.9167,1
64.0000,433.0000,83.9581,435.1706,0.9387,0.8812,1
72.0000,433.0000,92.2522,435.4796,0.8444,0.7150,1
80.0000,433.0000,100.3407,435.3801,0.7580,0.5956,1
88.0000,433.0000,108.6372,435.5510,0.6501,0.4953,1
56.0000,441.0000,76.8220,443.0808,0.6214,0.0274,1
64.0000,441.0000,84.7921,443.5336,0.8343,0.4648,1
72.0000,441.0000,92.1264,443.5658,0.7967,0.8694,1
80.0000,441.0000,99.8137,443.0272,0.7511,1.0595,1
88.0000,441.0000,108.0888,443.4287,0.7372,0.8569,1
64.0000,449.0000,84.6628,450.8714,0.5854,0.2608,1
72.0000,457.0000,92.9092,459.3797,0.7077,0.3037,1
96.0000,457.0000,116.4490,458.7715,0.6855,0.5827,1
32.0000,465.0000,52.3066,467.4520,0.8630,0.6463,1
72.0000,465.0000,92.3021,467.7131,0.6555,0.8409,1
40.0000,473.0000,60.9421,475.4074,0.7617,0.4303,1
40.0000,489.0000,60.8812,491.2099,0.7112,0.2303,1
40.0000,497.0000,60.6627,499.0975,0.5713,0.1551,1
48.0000,497.0000,68.3837,499.0581,0.8227,0.4191,1
155.0000,409.0000,176.4722,411.5204,0.5926,0.4994,1
163.0000,409.0000,184.1056,411.4697,0.9177,0.1864,1
171.0000,409.0000,192.2232,411.8910,0.9583,0.6031,1
179.0000,409.0000,200.6789,411.0173,0.9621,0.6615,1
187.0000,409.0000,208.4835,411.6464,0.6380,0.4827,1
195.0000,409.0000,216.0189,411.4151,0.6547,0.1242,1
203.0000,409.0000,224.5306,411.0372,0.7539,0.5104,1
211.0000,409.0000,232.6295,411.7984,0.9420,0.6187,1
219.0000,409.0000,240.4959,411.5778,0.9658,0.3568,1
227.0000,409.0000,248.5427,411.6154,0.9119,0.3921,1
235.0000,409.0000,256.3622,411.3886,0.9323,0.1525,1
155.0000,417.0000,176.3912,419.8210,0.7457,0.6540,1
163.0000,417.0000,184.6477,418.8130,0.9907,0.7575,1
171.0000,417.0000,192.5036,418.9527,0.9696,0.5541,1
179.0000,417.0000,200.7640,419.4113,0.9527,0.6774,1
187.0000,417.0000,208.5565,419.5439,0.9851,0.4914,1
195.0000,417.0000,216.3851,418.8239,0.7964,0.5886,1
203.0000,417.0000,224.5876,419.2649,0.8779,0.4532,1
211.0000,417.0000,232.1009,418.8753,0.9520,0.5158,1
219.0000,417.0000,240.2597,419.7423,0.9728,0.3470,1
227.0000,417.0000,248.1438,419.7947,0.8242,0.3785,1
235.0000,417.0000,255.8066,418.9465,0.9456,0.6411,1
171.0000,425.0000,191.8875,427.0859,0.9710,0.2849,1
179.0000,425.0000,199.7723,427.7909,0.8289,0.5721,1
187.0000,425.0000,208.0170,427.8489,0.9789,0.5235,1
195.0000,425.0000,215.7382,427.3464,0.9885,0.3910,1
203.0000,425.0000,224.4443,427.7508,0.9821,0.4851,1
211.0000,425.0000,231.7693,426.8324,0.9643,0.6790,1
219.0000,425.0000,240.4687,427.1077,0.8328,0.4091,1
227.0000,425.0000,248.5680,427.6095,0.9685,0.4138,1
235.0000,425.0000,255.7145,427.0873,0.9930,0.6126,1
147.0000,433.0000,168.1649,435.6231,0.6322,0.4024,1
155.0000,433.0000,176.0733,435.7138,0.5910,0.4511,1
171.0000,433.0000,192.2971,435.7245,0.8873,0.4812,1
179.0000,433.0000,200.5873,434.9962,0.9629,0.5874,1
187.0000,433.0000,207.9634,435.4483,0.9828,0.1890,1
195.0000,433.0000,216.2042,435.2853,0.9956,0.0972,1
203.0000,433.0000,224.3379,435.5254,0.9963,0.2494,1
211.0000,433.0000,232.4903,435.4464,0.9304,0.3312,1
219.0000,433.0000,240.3463,435.2599,0.5422,0.2132,1
227.0000,433.0000,248.1258,435.5896,0.9434,0.1909,1
235.0000,433.0000,256.0169,435.2076,0.9902,0.3018,1
155.0000,441.0000,176.1790,443.4813,0.9353,0.2608,1
163.0000,441.0000,183.7493,443.5666,0.9369,0.4226,1
171.0000,441.0000,192.1861,443.2636,0.9529,0.1146,1
179.0000,441.0000,200.5549,443.2886,0.9783,0.4617,1
187.0000,441.0000,207.7446,443.8793,0.9895,0.6626,1
195.0000,441.0000,216.4807,443.1462,0.9566,0.4030,1
203.0000,441.0000,224.1414,443.5972,0.9452,0.2361,1
211.0000,441.0000,232.2707,442.8558,0.7741,0.5324,1
227.0000,441.0000,248.3538,443.4766,0.7946,0.1652,1
235.0000,441.0000,256.7834,443.6077,0.9669,0.5913,1
147.0000,449.0000,168.1606,451.5433,0.6650,0.3325,1
155.0000,449.0000,175.9529,451.2238,0.8727,0.0934,1
163.0000,449.0000,183.9309,451.2721,0.9833,0.1271,1
171.0000,449.0000,191.8155,451.3245,0.9585,0.2626,1
179.0000,449.0000,200.5711,451.9849,0.9734,0.8281,1
187.0000,449.0000,208.4039,451.5018,0.9434,0.3414,1
195.0000,449.0000,215.5693,450.8635,0.9063,0.7368,1
203.0000,449.0000,223.9255,451.0267,0.8208,0.3993,1
211.0000,449.0000,232.1977,451.7337,0.5895,0.3603,1
219.0000,449.0000,239.6344,451.6542,0.5051,0.6094,1
227.0000,449.0000,248.0682,451.2775,0.7012,0.1873,1
235.0000,449.0000,256.3433,451.1733,0.9895,0.2801,1
147.0000,457.0000,168.3273,458.9857,0.5192,0.3959,1
155.0000,457.0000,176.4441,459.0141,0.7714,0.4701,1
163.0000,457.0000,184.4798,458.8882,0.9663,0.5697,1
171.0000,457.0000,191.7851,459.1479,0.9869,0.3232,1
179.0000,457.0000,200.4359,459.8530,0.9844,0.6458,1
187.0000,457.0000,207.6621,458.9659,0.7862,0.5738,1
195.0000,457.0000,215.6529,459.3704,0.9732,0.4786,1
203.0000,457.0000,223.8017,459.5283,0.9849,0.3877,1
211.0000,457.0000,231.7063,459.1115,0.9121,0.5287,1
219.0000,457.0000,240.1187,459.3740,0.9363,0.0675,1
227.0000,457.0000,247.7798,459.0209,0.9232,0.5714,1
235.0000,457.0000,256.0251,459.1454,0.9924,0.3387,1
147.0000,465.0000,167.8324,467.3022,0.9868,0.2018,1
155.0000,465.0000,176.6768,466.9569,0.6821,0.7012,1
163.0000,465.0000,184.4350,467.2905,0.7391,0.3770,1
171.0000,465.0000,192.3076,467.0766,0.9836,0.3111,1
179.0000,465.0000,200.4254,467.6331,0.9975,0.4681,1
187.0000,465.0000,207.6669,467.0814,0.9970,0.5050,1
195.0000,465.0000,215.6673,467.3907,0.9989,0.4668,1
203.0000,465.0000,223.8390,467.8111,0.9933,0.5539,1
211.0000,465.0000,232.1407,467.1050,0.9419,0.2649,1
219.0000,465.0000,239.7719,467.5756,0.9927,0.4548,1
227.0000,465.0000,248.5218,467.1926,0.9985,0.3814,1
235.0000,465.0000,255.9422,467.2638,0.9933,0.3190,1
147.0000,473.0000,167.6726,475.3670,0.7999,0.3754,1
155.0000,473.0000,175.8383,475.1514,0.9708,0.2247,1
163.0000,473.0000,184.6112,475.5770,0.9254,0.6342,1
171.0000,473.0000,192.2561,474.8828,0.9851,0.4375,1
179.0000,473.0000,200.1480,474.9287,0.9781,0.3738,1
187.0000,473.0000,207.7485,475.8369,0.9982,0.6363,1
195.0000,473.0000,216.1413,475.7083,0.9896,0.3763,1
203.0000,473.0000,224.4390,475.4575,0.9936,0.3095,1
211.0000,473.0000,231.9210,475.0418,0.9986,0.4068,1
219.0000,473.0000,240.3284,475.1967,0.9990,0.2343,1
227.0000,473.0000,248.1504,474.7724,0.9934,0.6288,1
235.0000,473.0000,256.3579,475.4608,0.9810,0.1438,1
147.0000,481.0000,168.4937,483.0276,0.8876,0.5117,1
155.0000,481.0000,176.0891,483.5018,0.9853,0.2608,1
163.0000,481.0000,184.0718,482.9327,0.9633,0.3297,1
171.0000,481.0000,192.5139,483.6479,0.9471,0.5716,1
179.0000,481.0000,199.8614,483.3007,0.8896,0.2340,1
187.0000,481.0000,208.2393,483.3065,0.9939,0.1260,1
195.0000,481.0000,215.9114,483.3944,0.9969,0.2296,1
203.0000,481.0000,224.3242,483.3769,0.9943,0.1774,1
211.0000,481.0000,232.1954,483.4750,0.9967,0.1160,1
219.0000,481.0000,240.5568,482.9625,0.9990,0.5580,1
227.0000,481.0000,248.4996,483.3289,0.9978,0.3034,1
235.0000,481.0000,256.6679,482.6314,0.9899,0.8996,1
147.0000,489.0000,168.0815,490.8726,0.9357,0.3578,1
155.0000,489.0000,176.2558,490.6847,0.9359,0.5974,1
163.0000,489.0000,184.4232,490.7522,0.8177,0.6238,1
171.0000,489.0000,191.8156,491.0479,0.5635,0.3473,1
179.0000,489.0000,200.5320,491.7556,0.9300,0.6363,1
187.0000,489.0000,208.0882,491.2935,0.9949,0.0300,1
195.0000,489.0000,216.5066,491.7396,0.9930,0.5582,1
203.0000,489.0000,224.4583,491.8741,0.9794,0.6145,1
211.0000,489.0000,231.9881,491.2771,0.9527,0.1977,1
219.0000,489.0000,240.2090,490.7945,0.9967,0.5821,1
227.0000,489.0000,248.0265,490.9026,0.9988,0.5214,1
235.0000,489.0000,255.9635,491.2521,0.9948,0.3027,1
163.0000,497.0000,184.5863,498.9520,0.7747,0.6078,1
179.0000,497.0000,200.3690,499.1176,0.9716,0.3226,1
187.0000,497.0000,208.3171,499.1517,0.9847,0.2551,1
195.0000,497.0000,215.6981,499.8338,0.9887,0.6704,1
203.0000,497.0000,223.9459,499.4663,0.9700,0.2404,1
211.0000,497.0000,232.7202,499.4638,0.9067,0.5623,1
219.0000,497.0000,240.4499,499.4998,0.9961,0.2925,1
227.0000,497.0000,248.4594,499.5150,0.9949,0.2842,1
235.0000,497.0000,256.4371,499.4045,0.9509,0.2147,1
278.0000,409.0000,299.6410,410.6201,0.9961,0.9665,1
286.0000,409.0000,306.8263,411.4247,0.9925,0.5220,1
294.0000,409.0000,315.0525,410.9051,0.9930,0.7234,1
302.0000,409.0000,323.3352,411.3867,0.9722,0.1968,1
310.0000,409.0000,331.5393,411.0468,0.9475,0.5708,1
318.0000,409.0000,339.0555,411.3301,0.9392,0.4509,1
326.0000,409.0000,346.9438,411.4386,0.9226,0.5172,1
334.0000,409.0000,354.6066,411.1317,0.9036,0.9817,1
342.0000,409.0000,363.5302,411.1112,0.6535,0.5572,1
350.0000,409.0000,371.4185,411.7420,0.7932,0.0855,1
358.0000,409.0000,379.7844,411.6158,0.9362,0.2996,1
366.0000,409.0000,387.9541,411.7841,0.7438,0.4454,1
278.0000,417.0000,299.4880,419.6165,0.9840,0.1938,1
286.0000,417.0000,307.0464,418.7647,0.9898,0.8306,1
294.0000,417.0000,315.3387,419.5333,0.9962,0.0304,1
302.0000,417.0000,323.5044,419.2174,0.9613,0.3841,1
310.0000,417.0000,331.1545,419.7854,0.9796,0.3021,1
318.0000,417.0000,338.9377,418.9322,0.9733,0.8246,1
326.0000,417.0000,347.4809,419.6193,0.8600,0.0571,1
334.0000,417.0000,354.4696,419.1813,0.6790,1.0773,1
342.0000,417.0000,363.5216,418.8300,0.9824,0.8332,1
350.0000,417.0000,371.8767,419.7066,0.9919,0.3993,1
358.0000,417.0000,379.2747,419.4828,0.9454,0.3065,1
366.0000,417.0000,387.0223,419.8537,0.8538,0.5125,1
278.0000,425.0000,299.3392,427.0602,0.9965,0.4644,1
286.0000,425.0000,306.6095,427.5989,0.9929,0.7272,1
294.0000,425.0000,315.2538,427.3062,0.9762,0.2700,1
302.0000,425.0000,323.2505,427.7163,0.9596,0.1861,1
310.0000,425.0000,331.2112,428.0617,0.9501,0.5031,1
318.0000,425.0000,339.2766,427.3725,0.9895,0.2687,1
326.0000,425.0000,347.1201,427.3642,0.8746,0.4006,1
334.0000,425.0000,355.5599,427.2779,0.9163,0.3817,1
342.0000,425.0000,363.1567,427.1481,0.9849,0.5935,1
350.0000,425.0000,371.0388,427.6153,0.9978,0.4440,1
358.0000,425.0000,379.5390,427.1222,0.8480,0.5706,1
366.0000,425.0000,387.6327,427.2615,0.6092,0.4617,1
278.0000,433.0000,299.0527,435.6217,0.9971,0.2826,1
286.0000,433.0000,306.8703,435.4267,0.9956,0.4775,1
294.0000,433.0000,314.8720,435.7587,0.9819,0.5224,1
302.0000,433.0000,323.2459,435.6935,0.9772,0.1749,1
310.0000,433.0000,331.2215,435.3429,0.9782,0.2967,1
318.0000,433.0000,339.8996,435.5464,0.9798,0.4960,1
326.0000,433.0000,346.8468,435.2822,0.9759,0.6702,1
334.0000,433.0000,355.7395,435.8177,0.9641,0.3467,1
342.0000,433.0000,363.1705,435.4888,0.9037,0.3346,1
350.0000,433.0000,371.3786,435.1698,0.9418,0.5116,1
278.0000,441.0000,299.7672,443.6703,0.9861,0.4753,1
286.0000,441.0000,306.9547,442.8459,0.9926,0.7868,1
294.0000,441.0000,315.5831,443.6521,0.9885,0.2511,1
302.0000,441.0000,323.3168,443.1332,0.9873,0.4382,1
310.0000,441.0000,331.6102,443.8166,0.9957,0.3203,1
318.0000,441.0000,339.4342,443.6040,0.9690,0.0270,1
326.0000,441.0000,347.3603,443.2313,0.9950,0.3923,1
334.0000,441.0000,355.3004,443.8757,0.9861,0.2800,1
342.0000,441.0000,363.1162,443.8613,0.9185,0.4039,1
350.0000,441.0000,371.5219,443.1104,0.8963,0.5596,1
278.0000,449.0000,298.8458,450.9430,0.9956,0.7412,1
286.0000,449.0000,307.3485,451.4748,0.9987,0.0582,1
294.0000,449.0000,315.0805,451.2520,0.9985,0.4028,1
302.0000,449.0000,323.3892,450.8878,0.9972,0.6773,1
310.0000,449.0000,331.5013,451.6787,0.9967,0.1480,1
318.0000,449.0000,339.8374,451.7962,0.9781,0.4731,1
326.0000,449.0000,347.4820,451.3695,0.9951,0.2520,1
334.0000,449.0000,355.0686,451.4336,0.9911,0.4243,1
342.0000,449.0000,363.6674,451.3142,0.9862,0.3925,1
350.0000,449.0000,371.3265,451.9499,0.9342,0.3233,1
358.0000,449.0000,379.5083,451.4527,0.8375,0.2295,1
366.0000,449.0000,386.8819,451.0212,0.8466,0.9279,1
278.0000,457.0000,299.5841,459.4914,0.9934,0.2672,1
286.0000,457.0000,307.7348,459.5722,0.9960,0.4015,1
294.0000,457.0000,315.6602,458.7150,0.9922,0.8848,1
302.0000,457.0000,323.8786,458.9370,0.9974,0.8045,1
310.0000,457.0000,331.6486,459.0331,0.9956,0.6037,1
318.0000,457.0000,339.4256,458.9835,0.9977,0.6121,1
326.0000,457.0000,347.0704,459.2038,0.9764,0.5414,1
334.0000,457.0000,355.5517,459.0348,0.9945,0.6036,1
342.0000,457.0000,362.5430,459.8088,0.9923,0.9335,1
350.0000,457.0000,370.5432,459.0633,0.9899,1.1120,1
358.0000,457.0000,378.7248,459.5806,0.7946,0.7796,1
278.0000,465.0000,299.4159,467.2594,0.9891,0.2678,1
286.0000,465.0000,307.2297,466.8648,0.9939,0.6690,1
294.0000,465.0000,315.5431,467.1255,0.9974,0.4574,1
302.0000,465.0000,323.1142,467.1223,0.9923,0.5071,1
310.0000,465.0000,331.1594,467.4617,0.9979,0.2574,1
318.0000,465.0000,339.6049,466.8870,0.9957,0.7321,1
326.0000,465.0000,347.7078,467.3005,0.9945,0.4176,1
334.0000,465.0000,355.4272,467.4274,0.9866,0.1990,1
342.0000,465.0000,363.3103,467.6847,0.9966,0.1579,1
350.0000,465.0000,370.7107,467.7283,0.9901,0.7729,1
358.0000,465.0000,379.2823,467.7922,0.9321,0.2456,1
366.0000,465.0000,387.4602,467.5387,0.7883,0.1638,1
278.0000,473.0000,298.9688,475.5801,0.9995,0.3575,1
286.0000,473.0000,307.2319,475.4737,0.9980,0.1152,1
294.0000,473.0000,315.6155,475.4423,0.9968,0.2784,1
302.0000,473.0000,323.6918,474.9884,0.9987,0.6510,1
310.0000,473.0000,331.6647,475.1887,0.9984,0.4716,1
318.0000,473.0000,339.6196,475.1070,0.9981,0.5263,1
326.0000,473.0000,347.1003,475.2413,0.9971,0.4892,1
334.0000,473.0000,355.0074,475.9131,0.9980,0.5250,1
342.0000,473.0000,363.7219,475.7256,0.9941,0.2732,1
350.0000,473.0000,371.0920,475.2124,0.9979,0.5898,1
358.0000,473.0000,379.3105,475.3172,0.9906,0.4023,1
366.0000,473.0000,387.1096,475.4893,0.9874,0.4538,1
278.0000,481.0000,299.8809,482.8711,0.9979,0.8454,1
286.0000,481.0000,307.3829,482.9115,0.9990,0.6094,1
294.0000,481.0000,315.7650,483.0259,0.9980,0.6545,1
302.0000,481.0000,323.2241,483.6604,0.9992,0.1837,1
310.0000,481.0000,331.7264,483.7318,0.9964,0.3728,1
318.0000,481.0000,339.1263,482.8984,0.9984,0.7435,1
326.0000,481.0000,347.4059,483.4941,0.9983,0.1107,1
334.0000,481.0000,355.7815,483.7908,0.9963,0.3776,1
342.0000,481.0000,363.5753,483.6471,0.9954,0.1128,1
350.0000,481.0000,371.5635,483.0630,0.9945,0.5957,1
358.0000,481.0000,379.0244,483.1607,0.9977,0.6961,1
366.0000,481.0000,387.5287,484.0393,0.9939,0.3531,1
278.0000,489.0000,299.8487,491.2199,0.9629,0.5989,1
286.0000,489.0000,306.8959,491.1715,0.9975,0.5598,1
294.0000,489.0000,315.1430,491.1999,0.9949,0.3948,1
302.0000,489.0000,323.1020,491.5989,0.9958,0.2756,1
310.0000,489.0000,331.5144,490.8732,0.9963,0.7039,1
318.0000,489.0000,338.9627,490.9301,0.9981,0.7909,1
326.0000,489.0000,347.4855,491.1940,0.9985,0.4098,1
334.0000,489.0000,355.6876,491.4975,0.9975,0.2698,1
342.0000,489.0000,362.9627,491.5002,0.9969,0.5181,1
350.0000,489.0000,371.4469,491.6890,0.9970,0.0522,1
358.0000,489.0000,379.4794,491.8230,0.9928,0.1577,1
366.0000,489.0000,387.6735,491.3969,0.9527,0.3261,1
278.0000,497.0000,298.9414,499.4946,0.9627,0.3779,1
286.0000,497.0000,307.4094,498.7260,0.9773,0.7903,1
294.0000,497.0000,315.1183,499.2533,0.9770,0.3642,1
302.0000,497.0000,323.2213,499.7645,0.9941,0.2659,1
310.0000,497.0000,330.7141,499.8126,0.9864,0.7219,1
318.0000,497.0000,338.8400,499.3280,0.9966,0.6228,1
326.0000,497.0000,347.2833,499.6464,0.9862,0.1527,1
334.0000,497.0000,356.1234,498.9654,0.9960,0.9376,1
342.0000,497.0000,363.8830,499.6261,0.9976,0.4193,1
350.0000,497.0000,371.7826,499.0070,0.9956,0.7069,1
358.0000,497.0000,379.6078,499.4014,0.9659,0.2834,1
366.0000,497.0000,387.4879,499.9903,0.9530,0.3115,1
417.0000,409.0000,438.6494,411.2811,0.7412,0.5400,1
449.0000,409.0000,469.8377,411.8251,0.5855,0.8660,1
457.0000,409.0000,478.2104,412.1410,0.9958,0.5615,1
465.0000,409.0000,486.6044,412.1422,0.9715,0.2582,1
473.0000,409.0000,494.0713,411.4297,0.9033,0.8522,1
481.0000,409.0000,502.3510,411.5281,0.9675,0.6003,1
489.0000,409.0000,509.7920,412.1637,0.9444,1.0181,1
497.0000,409.0000,518.3748,412.0986,0.8105,0.4488,1
409.0000,417.0000,429.9810,419.0947,0.6410,0.9467,1
417.0000,417.0000,438.8756,418.7939,0.9375,1.0529,1
465.0000,417.0000,485.9807,419.7174,0.8924,0.7833,1
481.0000,417.0000,502.4937,419.4195,0.8992,0.6011,1
489.0000,417.0000,509.9659,420.0198,0.8879,0.8277,1
497.0000,417.0000,517.9549,419.9622,0.9174,0.8555,1
417.0000,425.0000,438.4798,426.9865,0.5936,0.8415,1
433.0000,425.0000,453.7321,427.6198,0.5007,0.9613,1
489.0000,425.0000,510.5569,428.1832,0.6529,0.3210,1
497.0000,425.0000,517.7954,427.5370,0.8289,1.1081,1
441.0000,433.0000,462.4460,435.9658,0.7478,0.2602,1
449.0000,433.0000,469.8232,435.8584,0.6787,0.8794,1
497.0000,433.0000,517.8203,436.1187,0.7461,1.0003,1
409.0000,441.0000,429.3922,442.9114,0.8246,1.5047,0
441.0000,441.0000,463.1189,443.7181,0.5387,0.4563,1
449.0000,441.0000,470.8045,443.4403,0.9132,0.4466,1
457.0000,441.0000,478.8417,444.0565,0.6444,0.2042,1
497.0000,441.0000,518.4627,443.5402,0.5540,0.5576,1
441.0000,449.0000,462.5538,451.9200,0.8214,0.1463,1
449.0000,449.0000,470.4548,451.9120,0.9263,0.2515,1
457.0000,449.0000,477.8766,451.9609,0.8799,0.8476,1
409.0000,457.0000,431.1448,459.7415,0.7364,0.5335,1
417.0000,457.0000,438.4794,459.6972,0.8991,0.1846,1
425.0000,457.0000,446.5411,460.4370,0.6613,0.6275,1
433.0000,457.0000,454.5489,460.6802,0.8232,0.8529,1
441.0000,457.0000,462.4256,459.9663,0.5408,0.2837,1
449.0000,457.0000,470.4454,460.0937,0.5058,0.3421,1
457.0000,457.0000,478.6521,459.4487,0.5769,0.4425,1
497.0000,457.0000,518.1864,459.9524,0.6753,0.6255,1
409.0000,465.0000,430.1982,467.6796,0.7386,0.4278,1
417.0000,465.0000,438.6660,467.4992,0.9440,0.3018,1
425.0000,465.0000,446.0439,467.6087,0.6690,0.6401,1
433.0000,465.0000,454.7860,468.0636,0.6836,0.2596,1
481.0000,465.0000,502.3731,467.8228,0.8074,0.4176,1
425.0000,473.0000,446.6544,475.6095,0.5115,0.2032,1
433.0000,473.0000,454.9307,475.5761,0.5651,0.3649,1
481.0000,473.0000,502.6824,476.0789,0.6069,0.1762,1
425.0000,481.0000,446.5061,483.5677,0.8193,0.2816,1
433.0000,481.0000,454.9059,483.6918,0.8520,0.2730,1
425.0000,489.0000,446.1402,492.1183,0.6380,0.5981,1
433.0000,489.0000,454.4897,491.6704,0.8531,0.2353,1
441.0000,489.0000,462.5507,491.9456,0.6324,0.1722,1
481.0000,489.0000,502.6840,492.2692,0.5598,0.3579,1
417.0000,497.0000,438.3473,499.2848,0.7674,0.5775,1
425.0000,497.0000,446.4556,499.7855,0.6228,0.1962,1
489.0000,497.0000,510.7729,500.9124,0.6275,0.9754,1
620.0000,409.0000,641.3819,412.5384,0.7879,0.7640,1
628.0000,409.0000,649.7686,411.9203,0.8360,0.4794,1
596.0000,417.0000,618.2513,420.4949,0.6686,0.3735,1
604.0000,417.0000,626.2874,419.6530,0.5215,0.6034,1
612.0000,417.0000,634.3485,420.0578,0.5053,0.3253,1
620.0000,417.0000,641.8142,420.3899,0.8359,0.3108,1
628.0000,417.0000,650.3218,419.9221,0.9419,0.3999,1
572.0000,425.0000,593.5151,427.3549,0.6310,0.9108,1
620.0000,425.0000,642.2685,427.5115,0.6249,0.7493,1
628.0000,425.0000,650.4794,428.4410,0.6154,0.4171,1
588.0000,433.0000,609.6959,435.7658,0.7376,0.5146,1
628.0000,441.0000,649.9458,443.5293,0.7526,0.7377,1
596.0000,449.0000,617.5691,451.8687,0.6050,0.5596,1
604.0000,449.0000,626.0432,451.8194,0.6286,0.3767,1
612.0000,449.0000,633.4895,452.2345,0.9004,0.5817,1
628.0000,449.0000,649.8451,452.0406,0.5432,0.3329,1
604.0000,457.0000,626.0851,459.8760,0.5689,0.3185,1
612.0000,457.0000,634.0687,459.8021,0.8860,0.4076,1
556.0000,465.0000,578.3046,467.9254,0.6004,0.3952,1
588.0000,465.0000,609.9262,467.6670,0.7277,0.4979,1
596.0000,465.0000,617.8346,467.5054,0.7856,0.6973,1
604.0000,465.0000,625.9775,468.1371,0.9908,0.0924,1
612.0000,465.0000,633.5505,467.5637,0.8759,0.8274,1
588.0000,473.0000,610.7975,476.3087,0.7826,0.7952,1
